energy,delay
48.72442612309,185
10.34608253162,191
40.07287564851,160
21.7417630781,206
17.18529370068,158
11.98039564031,180
17.65301361624,204
34.03905404596,137
49.48838945648,55
17.93996431643,219
6.287092835697,166
11.77147191395,138
6.77380884301,67
28.45972947161,77
4.022886292054,174
24.90143389189,159
30.94808547534,162
11.78615315698,127
6.139483142576,204
20.36556890581,67
39.26025312352,154
15.21637172121,165
9.715530494007,90
13.69835568149,67
8.165548711592,173
31.86101733774,205
5.439453766113,96
19.04186691565,161
13.64832985199,169
28.43559512832,168
2.055333671358,174
14.79957140929,155
31.80494071183,158
26.11538501165,152
5.36695053029,195
2.693683786015,79
48.08899535536,159
47.8705963004,157
37.38332924631,160
47.87359137172,160
33.97321412501,104
19.11512774491,150
22.66273398855,208
3.526105521744,187
48.12875529367,91
20.76110622756,98
10.43226269511,145
27.58306035935,144
33.94731111163,165
2.05105148157,52
19.22340418631,88
34.6801839217,202
6.359299905869,100
7.153684944725,102
35.87973899913,121
28.46061439087,160
46.97076571267,148
19.11351039441,211
42.96025814043,164
29.04350339262,161
16.18160476432,154
28.05370719812,126
25.58835179068,90
12.26040462529,189
39.03736453775,130
28.29901818891,94
28.96005894689,174
47.92519769249,195
19.42054788907,149
49.57420649544,153
2.677763066153,205
3.558577288045,65
20.01647378765,187
35.66536743006,204
18.33925808424,165
49.94454468638,77
44.04910447711,154
47.91986636021,81
22.05356716962,197
2.157513697256,182
16.92261873535,171
27.51943116817,116
9.602936728145,174
46.60446373323,177
47.55945117602,80
44.51165262551,133
21.57210275566,182
15.41245470353,96
24.2451915796,158
12.69641815982,169
36.21041003857,149
5.344629272564,188
38.8023586011,68
15.89377578251,90
34.04177862434,145
40.41023522827,160
11.20794050509,204
38.32398986079,164
25.28197363466,117
38.43668663771,131
47.68626685978,63
18.43451157312,149
10.67275916134,160
40.95755239957,205
11.69261432949,168
17.83317656767,109
21.69550591775,173
48.42700489778,160
26.53003624339,64
7.559647516735,123
10.87202261475,145
40.32610514816,68
9.202775232984,173
8.052709231674,135
29.92226589324,167
9.937939722855,155
32.13118302306,63
37.19507432221,83
49.91685787574,205
21.21082474807,219
31.17963590021,178
23.30244499159,123
18.14541407961,165
23.27074692432,62
10.89235190592,162
15.35148050706,180
3.497370833538,150
3.477842194456,161
18.53047896701,139
7.099822028172,128
11.86678870628,171
26.40747783331,123
17.27604314994,194
30.19243674415,199
20.35426666708,156
19.64406932085,151
6.159375652222,167
13.2002177401,166
21.5215063253,168
27.91737361505,67
16.72863000549,178
21.87560787343,145
24.52093224891,147
4.241665130469,79
15.20952135109,158
16.28889005305,168
10.7876630878,139
49.52351457466,209
13.81211076139,65
15.73700452366,129
22.82722920011,85
8.969939237865,159
28.43847074663,163
19.47773616944,83
5.907500590198,114
3.756688653093,101
22.51198797908,117
42.13844417863,157
21.49664650311,55
7.605476440701,202
13.5059221535,74
2.217073508668,120
31.06223985069,195
26.56894295985,106
13.54726612599,178
17.75643765594,104
7.053720470117,62
34.0411275694,160
40.45891700502,94
5.098474166504,111
47.19950577214,118
8.261416178179,172
8.43714842975,118
29.18052515084,88
14.282087449,169
14.80179940773,163
16.99229462839,101
33.32361714008,164
41.84624194054,197
31.44240663963,167
37.23495397847,134
33.04935262098,79
2.945185163492,63
37.05039853817,163
17.77717815841,104
14.4517096426,175
4.727149404103,108
22.93908240153,149
23.25424051953,170
5.669023798591,196
46.61951433587,136
47.3261414385,196
19.93073538992,169
11.28999911897,155
45.48539733361,100
23.43612144872,149
32.67612414331,167
42.32232180632,164
37.17262743603,162
2.603429403717,190
37.04604686141,163
14.75293430105,86
39.7944121246,123
45.51915434933,144
12.01449987577,110
17.47163867737,126
48.10709449286,160
29.35240433173,65
7.62678896963,90
19.00765815745,159
