energy,delay
48.72442612309,4
10.34608253162,134
40.07287564851,103
21.7417630781,154
17.18529370068,107
11.98039564031,127
17.65301361624,150
34.03905404596,81
49.48838945648,5
17.93996431643,15
6.287092835697,113
11.77147191395,84
6.77380884301,13
28.45972947161,30
4.022886292054,115
24.90143389189,103
30.94808547534,104
11.78615315698,74
6.139483142576,148
20.36556890581,9
39.26025312352,-173
15.21637172121,108
9.715530494007,28
13.69835568149,14
8.165548711592,115
31.86101733774,142
5.439453766113,43
19.04186691565,108
13.64832985199,115
28.43559512832,111
2.055333671358,123
14.79957140929,99
31.80494071183,103
26.11538501165,93
5.36695053029,148
2.693683786015,31
48.08899535536,106
47.8705963004,102
37.38332924631,108
47.87359137172,108
33.97321412501,-35
19.11512774491,-232
22.66273398855,151
3.526105521744,148
48.12875529367,39
20.76110622756,44
10.43226269511,94
27.58306035935,-245
33.94731111163,108
2.05105148157,-157
19.22340418631,-253
34.6801839217,151
6.359299905869,50
7.153684944725,45
35.87973899913,63
28.46061439087,101
46.97076571267,96
19.11351039441,158
42.96025814043,104
29.04350339262,107
39.48083097848,-276
16.18160476432,97
28.05370719812,66
25.58835179068,38
12.26040462529,139
39.03736453775,73
28.29901818891,35
28.96005894689,113
47.92519769249,142
19.42054788907,97
49.57420649544,103
2.677763066153,151
3.558577288045,156
20.01647378765,-182
35.66536743006,149
18.33925808424,112
49.94454468638,23
44.04910447711,101
47.91986636021,29
22.05356716962,145
2.157513697256,137
16.92261873535,115
27.51943116817,-157
9.602936728145,116
46.60446373323,122
47.55945117602,-262
44.51165262551,78
21.57210275566,129
15.41245470353,46
24.2451915796,103
12.69641815982,110
36.21041003857,-211
5.344629272564,132
38.8023586011,16
15.89377578251,35
34.04177862434,-269
40.41023522827,108
11.20794050509,148
38.32398986079,104
25.28197363466,58
38.43668663771,80
47.68626685978,9
18.43451157312,96
10.67275916134,104
40.95755239957,149
11.69261432949,112
17.83317656767,53
21.69550591775,118
48.42700489778,112
26.53003624339,-237
7.559647516735,73
10.87202261475,-263
40.32610514816,13
9.202775232984,120
8.052709231674,78
29.92226589324,112
9.937939722855,101
32.13118302306,8
37.19507432221,-261
49.91685787574,153
21.21082474807,158
31.17963590021,119
23.30244499159,68
18.14541407961,110
23.27074692432,7
10.89235190592,110
15.35148050706,122
3.497370833538,115
3.477842194456,103
18.53047896701,89
7.099822028172,72
11.86678870628,115
26.40747783331,57
17.27604314994,140
30.19243674415,135
20.35426666708,-188
19.64406932085,98
6.159375652222,114
13.2002177401,113
21.5215063253,110
27.91737361505,9
16.72863000549,-266
21.87560787343,90
24.52093224891,-136
4.241665130469,27
15.20952135109,101
16.28889005305,111
10.7876630878,-278
49.52351457466,157
13.81211076139,-215
15.73700452366,70
22.82722920011,-282
8.969939237865,111
28.43847074663,111
19.47773616944,25
5.907500590198,64
3.756688653093,51
22.51198797908,64
42.13844417863,-100
21.49664650311,-67
7.605476440701,151
13.5059221535,-265
2.217073508668,65
31.06223985069,144
26.56894295985,51
13.54726612599,124
17.75643765594,52
7.053720470117,9
34.0411275694,104
40.45891700502,37
5.098474166504,55
47.19950577214,63
8.261416178179,117
8.43714842975,61
29.18052515084,25
14.282087449,114
14.80179940773,110
16.99229462839,-260
33.32361714008,102
41.84624194054,141
31.44240663963,114
37.23495397847,71
33.04935262098,-103
2.945185163492,-121
37.05039853817,107
17.77717815841,50
14.4517096426,115
4.727149404103,49
22.93908240153,97
23.25424051953,115
5.669023798591,147
46.61951433587,83
47.3261414385,143
19.93073538992,-168
11.28999911897,97
45.48539733361,-268
23.43612144872,36
32.67612414331,113
42.32232180632,113
37.17262743603,106
2.603429403717,136
37.04604686141,-214
14.75293430105,29
39.7944121246,29
45.51915434933,-128
12.01449987577,62
17.47163867737,71
48.10709449286,105
29.35240433173,5
7.62678896963,29
19.00765815745,100
22.81893113589,46
7.003789451903,37
16.92311698704,143
7.911686148345,124
4.387978890181,118
28.93375732855,148
29.90108494026,46
24.68465627089,-216
5.391288443245,145
37.47752435397,-273
24.0782000708,40
32.05465502496,28
4.200519370468,116
27.76513868468,37
45.37147156675,72
10.26528748989,86
22.83048420607,112
7.59569897403,101
21.10486312709,60
47.91406375709,-213
43.13693716982,-103
5.344141454392,130
43.72137011397,103
16.72335087604,151
22.2437840606,-38
2.829655200786,499
44.79425119625,35
14.02746429246,76
21.48952953827,103
14.31572927108,109
23.65306555572,126
5.961877759074,93
17.78044525354,97
11.47578048041,154
13.78981823399,-240
12.63805420814,130
28.20951765612,113
10.67149807347,146
2.702636825818,118
9.393236829178,29
11.14954325319,29
6.021992545616,-231
45.19260045898,123
7.712006760166,125
23.62855821978,106
31.43824621664,90
34.9408887116,134
5.60203627926,133
17.19421225291,-146
40.90303717979,33
10.91177461363,93
36.10265655727,-38
26.66306735393,51
33.0280357493,108
26.17052722942,139
34.08515306094,-100
46.03210565425,55
11.03027142962,106
36.07092428495,76
28.60926542885,99
8.452406144227,125
20.61541567313,78
6.26940290321,19
34.90405438808,17
24.9539818258,108
26.18864792029,104
6.065410078106,104
2.899360129374,-201
8.865744925581,116
11.13841069155,118
44.31280060346,136
28.44878451182,88
13.57077681298,73
4.288947706303,86
49.61615864063,54
2.718480768586,113
6.362785538592,91
5.515317453935,15
41.00164147379,7
17.17643993778,92
32.03605817262,-233
49.8815073324,-44
38.87963024924,46
25.41458880836,141
2.080356496048,38
31.49140720016,109
26.39616414339,103
33.17332048548,101
9.476482441326,113
32.91013431579,145
36.75105053509,131
4.241800057188,-265
16.46908499042,106
21.09195633097,53
13.912361655,80
46.09205073108,67
5.735707915052,35
37.46337534073,21
8.936710976428,108
11.7178139004,108
2.449876840887,-67
15.82904933312,29
25.69662082961,132
28.74234195264,121
14.18509209388,81
19.93241059032,109
33.31666486587,-119
48.51205862745,80
48.40378333037,60
27.37329760332,66
16.93273612912,6
4.967296118618,109
31.87000761702,90
17.61200436892,66
