energy,delay
50.3028922058,74
104.6271254866,12
51.41866765838,78
151.8382737191,126
89.60787282484,49
133.6249920422,123
57.01020117785,12
55.02920651985,172
101.4475313346,128
100.967661602,129
176.1248731988,6
63.75769660046,15
87.1153299932,-12
199.0552819394,181
127.9221608429,119
55.21226121098,70
88.28288137218,129
154.398499083,133
82.45983852429,131
96.79472325862,175
50.67634959203,130
54.35874097022,126
109.271467944,133
56.96149816351,104
92.87885489171,142
140.8095924406,76
133.0372724443,91
95.07039379004,130
172.270585392,124
94.80838079878,179
124.0852879949,132
70.42725914003,135
70.41991462751,23
124.9683818306,-70
147.3567050987,10
99.67035602318,110
64.88599991028,-87
90.28004216834,126
114.2002521378,133
58.87208343817,50
96.10548088892,141
197.19693013,-38
70.35560136,52
161.1177382373,12
108.1760302055,18
51.29301046427,98
91.18693081645,43
56.26620806925,129
73.26900114339,3
55.05442834776,48
83.70857651372,98
77.88216763361,120
130.935058289,131
87.89221421093,93
153.5855560695,155
137.3929417048,51
105.7504356804,19
106.332282982,30
143.1255921447,52
73.39188743086,132
85.77655346114,139
144.8085363691,166
54.11285553463,132
75.41692951619,70
60.79183099374,114
107.7560067603,112
72.87212029089,117
136.811991128,137
65.52121884394,65
62.95951469419,116
134.9890158487,63
55.09825774379,143
185.933302323,123
119.5869629953,141
85.25804537994,175
76.48572191705,61
170.6611741863,171
101.3974202088,123
50.79288446223,107
58.85146939096,138
72.30548231544,128
60.55278494591,140
116.1814388555,130
140.6034729247,75
50.72754739761,126
78.64898048831,127
158.07189001,132
97.36509687945,171
62.43646621105,123
173.638333088,66
65.32523536527,123
167.521976059,47
62.12163620589,125
67.43754947454,44
191.2259407792,128
65.13219111403,48
82.28206982993,140
50.86358516268,43
176.2755908452,122
178.4033153298,64
89.1030643749,137
148.9530603038,159
56.7484071162,139
197.9317590714,117
58.82539571818,113
53.19486140064,74
79.56201698402,125
150.6668579541,124
52.14898542694,134
55.17521452103,124
111.7814201964,126
53.2735872862,127
133.3428670019,120
97.92453863023,135
91.36148185967,85
183.8101025694,51
67.40371728752,153
73.1513006898,32
188.927329843,120
91.69950508823,94
61.03359097455,122
55.86382923303,130
69.42677208704,124
52.49374060809,46
87.48698732914,96
72.59251179054,172
106.7138587164,26
57.6599302963,126
76.80906061315,126
67.37233061657,124
52.97471437493,55
64.88176503216,96
90.9978230997,143
183.4278552317,169
75.12012642224,133
186.5174814494,34
113.9772886913,124
53.81863482711,40
151.0703978817,114
100.427952156,94
164.1108780164,142
60.94239699049,128
77.13391092151,62
117.9552523845,148
160.3209033467,158
146.762434818,47
135.381985295,118
65.70876711827,54
69.73995511716,124
91.92504189226,130
88.98152471219,116
51.5558902792,72
143.1845196114,184
61.59865528653,120
94.82358915268,123
160.0202426465,102
104.071473594,249
128.0654905584,112
167.1239479172,189
84.05700040497,75
183.7900059334,172
92.19476947362,137
117.0958508591,151
60.72601134882,118
64.62510690584,136
53.41898433448,135
118.9774756086,128
190.8953674548,95
133.2323388155,108
105.2787525,188
117.8574125008,127
63.68767294237,127
93.77538359495,133
94.24344804285,138
77.0902273384,95
125.090230526,124
56.250585002,132
58.35911779672,102
158.303008107,119
69.57498361426,123
179.7611107789,130
197.3687594672,143
179.5676118226,118
127.0907189312,94
123.2281019313,131
69.10802215124,68
53.29777686165,119
60.74653070178,73
186.6631503462,56
79.24926882259,125
105.8230435523,130
53.09672270782,159
60.32102105386,118
94.81994090812,151
145.2291710583,127
189.6664819819,124
127.2686844262,133
63.18810114015,152
98.1210792179,121
50.7140798499,162
82.90623830919,119
83.94744255231,120
62.48044310754,71
83.39252540587,124
84.4688400767,105
75.46529311284,127
87.59520177194,128
56.32326641867,141
73.27836123009,163
147.8327006639,93
54.0860156185,39
132.2683121443,131
124.7250982243,129
61.39409293998,138
144.1582701098,126
195.4852328328,122
159.5868908877,115
101.4521266295,164
156.4064766695,138
143.0920742134,128
52.87730182016,164
70.40351479315,118
51.59410437852,129
152.2315056698,95
100.08565593,81
55.28661064022,130
152.2545214611,125
66.15270496128,135
72.03766299382,119
132.2314804118,59
85.50238827564,28
50.9178795583,44
115.1922983014,133
68.26349349488,129
125.4098143345,115
93.98747197003,129
50.66764676905,121
55.1320113198,125
58.97148579254,52
84.63105474424,137
52.77456307875,123
52.01910067179,108
83.26641401722,128
90.93828574854,65
74.41972462715,173
136.8349406584,128
181.4579768342,142
108.3686486455,130
73.06166986207,48
65.51948867929,80
121.4866971176,120
188.1225291357,183
159.4985993388,121
100.0330441216,100
51.90214640447,52
71.12565353234,123
131.8513987269,91
112.184163848,126
84.68883813781,129
105.2559615902,53
85.56289845114,144
93.32304624992,62
142.4464172614,121
56.89597978361,65
78.78287018534,170
86.31991210342,171
51.88980722448,132
79.38702567875,95
72.35385200328,122
69.94958564677,84
79.07040755542,32
57.52824415072,148
169.8686056533,120
114.2848220313,119
61.56352918684,124
51.90097869046,124
63.9357059867,139
163.3988474564,127
167.64537023,128
78.08773277159,126
90.90174758812,139
102.9713086699,63
66.85957232196,49
70.83581517547,125
60.58177243379,99
75.47127860028,182
159.6162263629,101
51.67068991477,56
91.01700255153,128
127.4620149349,58
62.55404065664,122
184.265181079,168
70.30806430959,100
81.05282018187,104
91.53913408951,126
62.06304936549,145
62.10550760308,127
68.02229373992,148
107.3772151091,165
112.1800189777,100
65.16124370355,125
95.49478740945,127
56.63184974458,104
72.45526640263,122
72.36036016088,96
194.008641147,56
136.8465597478,129
78.08727337582,122
95.19740536247,135
69.93888635569,161
191.8236936173,95
106.4487270221,120
131.7733425522,126
58.01084371464,147
129.5671866404,157
130.0233174151,94
75.64162207707,128
91.90227989254,130
107.1648357353,163
76.34751962869,132
84.51541073115,39
94.08188344936,130
104.7636276968,120
91.26149047264,123
176.5297357253,150
116.3249506326,101
76.87638293093,128
53.23823709301,161
55.5874554288,126
118.3606161298,120
183.8904962176,120
162.0178029698,120
74.12221434093,126
58.32682273729,48
58.04859675187,125
130.1177715658,134
58.42532327397,122
147.4602521746,32
51.22822068169,131
62.99885811937,150
124.3283021822,183
116.2809597972,130
60.64152806183,136
86.28498901387,174
66.16968187092,163
127.9967667106,132
58.04659492973,34
122.2179018991,138
76.22881563433,129
116.3760783227,122
54.11650651593,149
55.05294731426,176
74.15659521569,72
88.12814743104,53
135.3784659134,98
164.1784268468,176
85.20517121623,165
191.3744006733,145
50.03925738139,154
71.6889388612,123
76.91262055219,37
65.22359070233,126
51.4585389448,124
96.61677532568,126
57.58940800777,149
109.9000959879,124
84.8388942164,152
112.5718307535,54
96.57636365328,133
63.33497561809,173
54.09743524723,150
135.4563762963,61
59.32824761271,127
169.2311284612,125
81.24971189388,118
116.6822363307,78
51.09911281761,62
92.0094094037,87
61.96612428064,122
152.7470722416,80
68.92461876221,59
87.63519253513,128
78.2303281022,62
170.9048926926,122
89.59555671196,116
51.27817010291,84
176.9926730812,74
164.5249077156,148
70.09927094857,49
76.53189338024,185
132.7336440427,124
50.60031662737,134
61.26292597748,128
163.2630991619,64
92.34033640732,162
57.20810654632,71
77.30415760393,64
70.03320871098,123
167.7357216687,129
74.7006799093,49
51.34062459846,130
69.85193985447,183
112.2186348815,130
72.58966115996,132
142.8477141884,118
125.814788483,45
71.99989062235,135
75.99398088094,127
112.3387387881,80
108.7922820145,49
106.1773138716,130
53.16854776224,99
177.9150556378,156
161.2207584368,125
63.88447647875,148
50.16777996411,134
52.46417421918,132
78.40590053452,131
55.02773557995,109
76.26313992615,116
159.1366021483,123
77.40264573607,127
122.6853778175,131
122.7949672884,127
130.685124873,42
164.8895730397,124
69.00132227713,114
68.46085384696,131
106.8356796357,185
110.6338989256,122
105.9231541962,79
99.12632871981,73
139.1650128764,110
59.05568763796,132
70.51987092133,140
111.4645437166,176
72.58784913549,107
59.35673851748,129
137.8466019236,171
110.4505493195,124
79.15774142343,159
67.78833937667,156
168.7970246809,60
78.2082688813,72
59.7866082695,138
94.05121632824,129
117.6730596763,74
50.17418206142,139
162.6383267314,130
53.37870418757,153
108.5901414138,125
91.33758194629,131
52.82427659293,149
97.14735307616,131
112.9076079959,132
85.05920612882,130
71.64771106738,90
100.7346689846,51
60.54410373852,179
105.183960424,102
79.18645839164,177
90.08603070142,125
57.29599829191,129
102.7451759775,122
103.4498562256,116
81.16592115794,157
184.8592840874,124
60.76387770253,130
81.50850248314,73
170.0663202785,126
126.690529767,121
53.26648585703,129
133.3084702241,32
180.2941791835,59
67.47847958288,118
50.98231152668,155
110.3714004729,126
61.42438482325,114
81.98579900619,130
139.4766340409,128
69.8376486832,69
133.4360124076,127
97.7029706694,126
183.1280609618,118
54.81524137827,130
194.4495194766,82
55.9959070421,118
58.36308282574,130
70.8595251689,105
115.2935189307,125
71.84586093504,124
133.9799591707,130
125.8216112943,175
142.6866663296,149
52.01429166566,64
61.89540583581,136
159.9495549834,86
184.7844386336,122
96.9259209283,63
176.4708739035,184
71.6791527636,83
53.5890051624,124
56.21374640354,128
92.47804212961,127
174.121913677,129
144.0088696021,68
55.42512823746,134
107.2741168043,152
90.41815029823,124
95.23509268696,164
98.21740085054,132
94.88102918412,131
79.85085891654,62
57.23300222212,176
57.1977211761,80
107.0938838542,112
52.56939231145,143
153.030762878,89
109.4713146396,133
84.33715799046,124
194.9352005372,103
116.885769118,47
173.0020247527,173
57.56490594911,133
77.54887407088,124
51.42635849532,57
110.3472032155,124
51.88113015992,171
101.8373335415,127
59.14536673444,125
58.09502147058,135
97.60027142564,153
81.53915845936,125
121.7969875974,132
134.1881500163,83
66.95606835391,129
63.81243747863,174
77.11860168852,59
156.7827896113,147
63.57053771575,126
67.34281340403,171
84.51688057257,168
122.7544006505,45
132.4418954664,132
59.99872197942,151
59.44927053913,134
50.55129899957,163
55.57645281304,134
54.79157480863,81
122.7157194642,133
75.26411790689,114
119.1285526955,183
57.34368675005,133
82.04833374382,59
59.97868174657,180
108.4294513371,184
59.06062425816,135
54.40230580032,134
92.09758313965,42
50.88290000666,146
178.2849158886,56
80.04683017069,56
94.65025193701,178
128.4600899919,131
151.486336781,122
101.7497434059,161
69.31178674915,166
78.93345323289,127
75.74738502617,75
120.9488665555,123
146.6552151341,125
112.2981693543,75
171.682241291,50
141.2301222723,62
199.3135596734,105
56.84528148677,58
149.0405176316,123
116.0607066652,79
50.98899205661,129
142.5106604059,142
170.9359998305,150
103.8402073946,101
172.3889421566,123
70.78789805617,128
87.51733473632,131
98.65979688903,133
103.4898654982,34
119.5492050214,33
76.24173262109,126
59.74503042834,131
145.1355083125,107
82.31651300208,134
139.4098852744,44
54.44314786138,149
59.51077263043,133
143.1497838584,141
65.39678001171,182
85.71831708188,130
64.434462199,128
60.63030197072,121
198.2396637248,113
83.42658018359,116
129.6499749451,48
92.88867130329,163
69.39433423706,127
107.7915521773,176
87.84237465874,134
64.4053760287,118
144.8698297646,116
184.1681887348,131
141.8237591575,110
65.21430302147,128
64.76460601994,134
132.1298624517,117
50.41279645115,33
70.1403621328,136
78.83423844808,123
76.36513384097,127
114.5179118063,67
86.4160976897,54
157.1976596307,128
190.0339984759,128
170.0419911656,129
52.08594447987,59
51.77460069484,89
82.9729028147,125
94.96879622567,124
191.5067096795,34
58.97759111204,126
72.39038536459,148
93.71500575045,123
57.36944436003,100
79.53420764163,50
84.67271812036,122
158.5494214965,144
55.88490821749,167
92.15313596695,151
75.38248196456,172
154.7863873477,120
53.06160589531,89
87.18541880472,124
69.89516873605,51
97.69471535137,120
52.65667248915,128
158.0190073928,91
63.67197011988,132
181.0812112915,125
168.2144625543,80
103.7111385741,92
121.0255174386,101
56.7333986507,146
81.38615108894,109
172.6555052212,95
69.43770954953,110
82.66049849637,123
52.10035227415,128
72.02369722016,121
94.22529827676,82
133.1707094086,126
102.8054443961,121
66.56840173831,124
138.9972268577,175
72.17668672752,171
141.8790351273,119
171.4109450963,31
67.76834501751,123
120.6885139942,82
61.85843861268,171
65.21892527243,125
69.43602415566,131
102.9441456861,126
56.57013596134,112
131.0147908483,127
120.3934940873,104
157.2173211906,156
64.40011726363,156
128.7670101147,128
118.4551354088,67
154.2015227657,48
65.69813343879,173
73.55112184411,130
145.9834921475,126
63.05395324962,82
190.5799157557,69
65.94445419546,123
73.38614479808,69
74.75762557024,121
184.8876296895,128
104.0757297275,43
84.47360734118,159
51.80192456712,139
84.0319002953,151
105.134276703,82
158.5521317401,129
91.88254966512,128
83.24353489316,166
62.28866687,146
120.3125738647,139
51.65996182265,132
76.10391664028,82
50.54507083489,127
159.6459171734,125
73.90588913122,185
55.13029378693,136
59.86934535497,62
84.45077927924,155
148.3587056656,79
164.0213128242,154
63.73693714114,145
141.2105800038,126
85.32250923693,159
121.7482532989,68
71.05415666565,172
111.2007821328,36
141.3312044526,163
140.4932641866,123
137.9024420698,41
65.11629052852,126
171.6951098641,133
66.20625304525,67
85.99317847201,99
80.97846686227,155
52.44224906527,69
115.4708946967,126
123.4053545949,80
74.57155302307,138
73.08355474309,182
78.83763424892,148
139.2440596919,122
80.92574329565,43
74.55684666813,137
94.04259029542,126
103.7740078423,175
72.16393638665,132
134.5901511337,128
58.38643365765,129
85.80457962854,132
160.0403808192,131
119.8814642412,127
153.805070637,149
56.24702124666,112
53.0105396151,159
88.18304375218,130
50.04938474864,124
65.58030275241,171
128.9733011778,127
52.37506723338,126
76.05400069509,73
81.0842608603,49
198.1217299736,116
162.9077132439,179
91.09183322801,45
132.117926427,129
53.01296120324,93
63.21994963002,67
156.5559568551,128
64.45420962679,51
80.45778214672,130
134.3371752957,66
131.4164453924,74
106.1658735057,161
95.29066287973,36
109.8057045349,69
95.04667678411,126
70.21219623991,114
60.11856717002,132
84.47015737523,140
69.66608847195,174
123.3239254533,74
51.77599600722,173
87.09484931674,82
62.31485334338,39
105.1449424742,131
96.47979018115,158
60.06759923559,79
82.34654079663,130
102.4760026661,51
135.0833017045,145
122.5842308088,127
116.8800117576,128
55.12104508601,36
63.55617187498,136
65.47584494305,124
138.8066498404,14
52.04629015954,150
68.51786281557,65
127.9077728488,56
80.3617984153,45
140.192847753,73
128.9422334312,131
100.1833056983,115
93.97034278492,167
106.4447964672,86
143.8576743693,-83
76.34655492083,129
103.4447280903,47
139.1030881061,10
137.9793097556,127
154.9617630219,13
149.951649552,8
105.6477045151,129
180.4818921618,120
64.4327162858,131
59.92997027092,132
64.3975375153,66
118.540334078,8
79.27520004133,128
81.15798675625,115
125.4778577288,88
