****************************************************************************************************************************************************
*    Row   *   SeriesNumber *    EventNumber *       pt_keVee *        coinwin *      PTOFdelay *   zip4.PAWKmax *   zip4.PAWKr50 *         cchisq *
*  1040241 *    72210200954 *         350963 * 0.044078392052 *              0 *        5.6e-06 * 6.44733051e-10 * 0.002509094983 *              1 *
*  1075954 *    72210200954 *         620336 * 0.037498018072 *              0 *       6.32e-05 * 6.93330667e-10 * 0.002198883754 *              1 *
*  1094553 *    72210200954 *         751060 * 0.039116203426 *              0 *       5.84e-05 * 9.01123024e-10 * 0.000486703161 *              0 *
*  1100126 *    72210200954 *         791092 * 0.040450863461 *              1 *       2.24e-05 * 7.68188726e-10 * 0.001054972895 *              0 *
*  1106568 *    72210200954 *         840684 * 0.040617386527 *              0 *       -1.2e-05 * 1.60115816e-09 * 0.002572680890 *              0 *
*  1137902 *    72210200954 *        1070483 * 0.106834794963 *              0 *       -4.8e-06 * 1.03639605e-09 * 0.001734175779 *              0 *
*  1203291 *    72210200954 *        1551240 * 0.050765098856 *              1 *       2.64e-05 * 6.92094546e-10 * 0.002330919561 *              0 *
*  1228821 *    72210200954 *        1740700 * 0.153189775671 *              1 *       3.12e-05 * 8.55816632e-10 * 0.000761110605 *              0 *
*  1234660 *    72210200954 *        1781080 * 0.038208514578 *              0 *       4.08e-05 * 1.40597925e-09 * 0.001829683927 *              0 *
*  1237609 *    72210200954 *        1801220 * 0.047041586858 *              0 *       3.68e-05 * 1.12952869e-09 * 0.003274177365 *              1 *
*  1259887 *    72210200954 *        1961339 * 0.037532831776 *              1 *       2.56e-05 * 8.55799597e-10 * 0.002541851744 *              0 *
*  1268981 *    72210200954 *        2030687 * 0.041441605732 *              0 *       6.16e-05 * 2.18120448e-10 * 0.000295766055 *              1 *
*  1275069 *    72210200954 *        2080027 * 0.035301394725 *              0 *       -1.2e-05 * 1.02513941e-09 * 0.003041323118 *              0 *
*  1280876 *    72210200954 *        2120367 * 0.060126524320 *              1 *       2.96e-05 * 6.81607441e-10 * 0.001251965134 *              1 *
*  1297873 *    72210200954 *        2240832 * 0.044700888126 *              0 *       5.92e-05 * 7.48679777e-10 * 0.000741761179 *              1 *
*  1329692 *    72210200954 *        2471363 * 0.108220725502 *              0 *       -2.4e-06 * 8.42732238e-10 * 0.002796509116 *              0 *
*  1368003 *    72210200954 *        2751338 * 0.345791690462 *              0 *      -1.04e-05 * 1.65391273e-09 * 0.001454287234 *              0 *
*  1406843 *    72210200954 *        3040679 * 0.038275298622 *              0 *       6.32e-05 * 9.37087390e-10 * 0.003261753901 *              0 *
*  1414391 *    72210200954 *        3100053 * 0.040841536372 *              0 *       -1.2e-05 * 4.93050465e-10 * 0.001079303803 *              0 *
*  1424259 *    72210200954 *        3170407 * 0.050843666051 *              0 *       6.32e-05 * 9.15950291e-10 * 0.003013137183 *              0 *
*  1430616 *    72210200954 *        3211214 * 0.116435485221 *              0 *       3.28e-05 * 8.43831821e-10 * 0.001823460872 *              0 *
*  1438386 *    72210200954 *        3270912 * 0.137971873369 *              0 *       3.36e-05 * 7.45759272e-10 * 0.000468570223 *              0 *
*  1450193 *    72210200954 *        3360382 * 0.092463537685 *              0 *       3.52e-05 * 8.80926386e-10 * 0.000236097824 *              0 *
*  1469101 *    72210200954 *        3500324 * 0.121672877291 *              0 *         -8e-07 * 7.68087092e-10 * 0.001946189913 *              0 *
*  1496998 *    72210200954 *        3701010 * 0.044562831157 *              0 *       5.76e-05 * 7.94462186e-07 * 0.000724072634 *              0 *
*  1529659 *    72210200954 *        3940867 * 0.067725980702 *              0 *       6.08e-05 * 7.00403839e-10 * 0.001844819694 *              0 *
*  1536552 *    72210200954 *        3990867 * 0.044435891827 *              0 *       5.68e-05 * -1.4789821e-07 *              0 *              0 *
*  1553901 *    72210200954 *        4120450 * 0.745088638839 *              0 *       -6.4e-06 * 8.00497610e-07 * 0.002324037418 *              0 *
*  1562235 *    72210200954 *        4180710 * 0.050288976602 *              0 *       5.68e-05 * 1.93863828e-09 * 0.003266249221 *              0 *
*  1586908 *    72210200954 *        4361080 * 0.043901346019 *              1 *          8e-06 * 8.50800485e-10 * 0.001652499432 *              0 *
*  1604136 *    72210200954 *        4490652 * 0.308506899733 *              0 *       -8.8e-06 * 8.99104807e-10 * 0.001531624339 *              0 *
*  1670108 *    72210200954 *        4971107 * 0.035718401694 *              0 *       5.76e-05 * 7.35911139e-10 * 0.000827643370 *              0 *
****************************************************************************************************************************************************
