****************************************************************************************************************************************************
*    Row   *   SeriesNumber *    EventNumber *       pt_keVee *        coinwin *      PTOFdelay *   zip4.PAWKmax *   zip4.PAWKr50 *         cchisq *
*   632254 *    72208302118 *        6410089 * 0.037080620176 *              0 *          4e-05 * 9.15431494e-10 * 0.003198599085 *              1 *
*   636120 *    72208302118 *        6450408 * 0.054184769574 *              1 *       2.88e-05 * 7.85192538e-10 * 0.000435527008 *              1 *
*   637783 *    72208302118 *        6470196 * 0.045859107893 *              1 *       1.12e-05 * 7.39843794e-10 * 0.000728040457 *              1 *
*   639193 *    72208302118 *        6480735 * 0.038553633519 *              0 *       -7.2e-06 * 1.01355673e-09 * 0.002936688099 *              1 *
*   641389 *    72208302118 *        6510324 * 0.044886998761 *              1 *       2.24e-05 * 1.84010227e-09 * 0.003255722233 *              1 *
*   641678 *    72208302118 *        6510613 * 0.042519742596 *              0 *       3.84e-05 * 8.01459772e-10 * 0.000387369470 *              0 *
*   642852 *    72208302118 *        6530082 * 0.036613872805 *              1 *        2.8e-05 * 9.26508651e-10 * 0.002900701604 *              0 *
*   643664 *    72208302118 *        6540025 * 0.035162362732 *              1 *       1.68e-05 * 8.54725030e-10 * 0.003023292019 *              1 *
*   645302 *    72208302118 *        6550807 * 0.044269623156 *              0 *       5.12e-05 * 5.52457441e-10 * 0.000102559557 *              1 *
*   645913 *    72208302118 *        6560569 * 0.040156017242 *              1 *       1.68e-05 * 7.54401521e-10 * 0.001856962733 *              1 *
*   653885 *    72208302118 *        6660088 * 0.037078609561 *              1 *       1.36e-05 * 8.30861687e-10 * 0.002653403329 *              1 *
*   654799 *    72208302118 *        6670111 * 0.038722705593 *              1 *       2.24e-05 * 7.77871875e-10 * 0.000596213710 *              0 *
*   655565 *    72208302118 *        6680152 * 0.037831000784 *              0 *       5.52e-05 * 7.31759557e-10 * 0.002487817302 *              1 *
*   656256 *    72208302118 *        6690106 * 0.039493973758 *              0 *        3.6e-05 * 9.10418697e-10 * 0.001435500872 *              0 *
*   657905 *    72208302118 *        6700846 * 0.036067989511 *              0 *       5.44e-05 * 1.57832942e-09 * 0.002118508470 *              1 *
*   658749 *    72208302118 *        6710820 * 0.037035043466 *              0 *       -1.2e-05 * 1.46452285e-09 * 0.003252395289 *              1 *
*   660820 *    72208302118 *        6740368 * 0.040413996432 *              0 *       3.52e-05 * 7.96089186e-07 * 0.002528180155 *              1 *
*   660976 *    72208302118 *        6740524 * 0.036641052464 *              0 *       -6.4e-06 * 9.65703974e-10 * 0.003245109846 *              1 *
*   661799 *    72208302118 *        6750443 * 0.036451309255 *              1 *       2.56e-05 * 9.40877041e-10 * 0.003274659460 *              0 *
*   662394 *    72208302118 *        6760196 * 0.039362118067 *              0 *       6.16e-05 * 1.18278678e-09 * 0.002269185714 *              1 *
*   664160 *    72208302118 *        6780212 * 0.038678427195 *              1 *       1.84e-05 * 4.02219805e-10 * 0.000459603434 *              0 *
*   664620 *    72208302118 *        6780672 * 0.039284303211 *              0 *       -1.2e-05 * 2.41546906e-10 * 0.000218039000 *              0 *
*   666786 *    72208302118 *        6810230 * 0.035575436389 *              0 *          4e-05 * 9.32530494e-10 * 0.000323078723 *              0 *
*   668444 *    72208302118 *        6830147 * 0.035518937701 *              1 *        7.2e-06 * 1.39470289e-09 * 0.003273254444 *              0 *
*   669663 *    72208302118 *        6840486 * 0.037487849164 *              1 *          2e-05 * 1.42216119e-09 * 0.002518602890 *              1 *
*   671111 *    72208302118 *        6860203 * 0.039531717462 *              0 *       5.84e-05 * 1.42937249e-09 * 0.003273584491 *              1 *
*   672371 *    72208302118 *        6870573 * 0.040942073591 *              0 *        4.4e-05 * 1.29329123e-09 * 0.002583105362 *              0 *
*   673218 *    72208302118 *        6880521 * 0.037912686575 *              0 *       4.32e-05 * 7.50448164e-10 * 0.000518722344 *              1 *
*   677207 *    72208302118 *        6930202 * 0.038365897005 *              1 *        8.8e-06 * 8.51896235e-10 * 0.000497480312 *              1 *
*   678119 *    72208302118 *        6940247 * 0.039560728716 *              1 *       2.24e-05 * 9.68518410e-10 * 0.001147740723 *              1 *
*   679296 *    72208302118 *        6950549 * 0.037005186269 *              0 *       4.32e-05 * 8.05330171e-10 * 0.000572643809 *              0 *
*   679722 *    72208302118 *        6960083 * 0.038659625545 *              0 *       3.92e-05 * 4.63812676e-10 * 0.000833917801 *              1 *
*   680955 *    72208302118 *        6970440 * 0.037331233867 *              0 *       5.04e-05 * 1.76041956e-09 * 0.001319963534 *              1 *
*   683604 *    72208302118 *        7000481 * 0.040911412624 *              0 *       5.84e-05 * 8.75671084e-10 * 0.002599625116 *              0 *
*   686383 *    72208302118 *        7030638 * 0.036630876430 *              0 *          4e-06 * 7.93055242e-10 * 0.001327511770 *              0 *
*   686521 *    72208302118 *        7030776 * 0.041740618472 *              1 *       2.48e-05 * 8.99169749e-10 * 0.000263442549 *              0 *
*   687024 *    72208302118 *        7040345 * 0.037972730099 *              1 *       2.88e-05 * -1.0084573e-09 *              0 *              0 *
*   687345 *    72208302118 *        7040666 * 0.040879701096 *              0 *        2.4e-06 * 1.76757087e-09 * 0.003260023744 *              0 *
*   688612 *    72208302118 *        7060176 * 0.036267134270 *              0 *       -2.4e-06 * 1.22194147e-09 * 0.003273054131 *              0 *
*   693785 *    72208302118 *        7120114 * 0.038892799740 *              0 *       -1.2e-05 * 2.06717658e-09 * 0.003024101673 *              0 *
*   694514 *    72208302118 *        7120843 * 0.036521165375 *              1 *       1.04e-05 * 8.26033954e-07 * 0.001398665547 *              0 *
*   694776 *    72208302118 *        7130166 * 0.035292497865 *              0 *       6.32e-05 * 1.03324611e-09 * 0.001950891990 *              0 *
*   698782 *    72208302118 *        7170592 * 0.040645163064 *              1 *       2.96e-05 * 1.81113295e-09 * 0.003272159916 *              0 *
*   700743 *    72208302118 *        7190767 * 0.036388197654 *              1 *       2.88e-05 * 7.44849028e-10 * 0.000286840939 *              0 *
*   701271 *    72208302118 *        7200428 * 0.039284018759 *              0 *       -9.6e-06 * 3.78490247e-10 * 0.000455112002 *              0 *
*   701550 *    72208302118 *        7200707 * 0.035163864412 *              1 *        2.8e-05 * 7.71830104e-10 * 0.001855247911 *              0 *
*   701934 *    72208302118 *        7210186 * 0.037830213337 *              0 *       5.44e-05 * 1.29012425e-09 * 0.003252487186 *              0 *
*   702788 *    72208302118 *        7220145 * 0.036234946844 *              1 *       1.04e-05 * 1.75847795e-09 * 0.003273764441 *              0 *
*   702802 *    72208302118 *        7220159 * 0.035287791520 *              1 *        1.2e-05 * 2.05836194e-09 * 0.003206119148 *              0 *
*   702885 *    72208302118 *        7220242 * 0.037510579316 *              1 *       2.88e-05 * 4.46391721e-10 * 0.000239765738 *              0 *
*   703757 *    72208302118 *        7230272 * 0.035662377689 *              0 *       3.36e-05 * 2.37608636e-09 * 0.003270700968 *              0 *
*   703835 *    72208311151 *          10003 * 0.035898702331 *              0 *          4e-05 * 1.05578984e-09 * 0.001341244983 *              0 *
*   707173 *    72208311151 *          40631 * 0.035515381894 *              0 *       6.32e-05 * 9.91362037e-10 * 0.003271032727 *              1 *
*   714264 *    72208311151 *         130124 * 0.061919780429 *              0 *       4.32e-05 * 1.28116360e-09 * 0.003273171608 *              0 *
*   715134 *    72208311151 *         140149 * 0.040681164595 *              0 *       -1.2e-05 * 8.04002438e-10 * 0.001953505801 *              1 *
*   715796 *    72208311151 *         140811 * 0.042948871330 *              0 *       4.32e-05 * 2.22906479e-09 * 0.003273767812 *              0 *
*   715907 *    72208311151 *         150035 * 0.042828245052 *              0 *       5.84e-05 * 1.30888856e-09 * 0.002652201157 *              1 *
*   717908 *    72208311151 *         170369 * 0.046658104564 *              0 *       5.36e-05 * 9.14304544e-10 * 0.000356949275 *              0 *
*   718522 *    72208311151 *         180143 * 0.037407193385 *              1 *       2.56e-05 * 9.21611672e-10 * 0.002375233846 *              1 *
*   718552 *    72208311151 *         180173 * 0.045895391064 *              0 *       6.24e-05 * 1.89221966e-09 * 0.003273973894 *              0 *
*   718613 *    72208311151 *         180234 * 0.044408433708 *              0 *       4.32e-05 * 8.03578262e-10 * 0.003274515160 *              0 *
*   721246 *    72208311151 *         210146 * 0.047362927674 *              0 *       4.32e-05 * 1.40103405e-09 * 0.003274142262 *              0 *
*   723994 *    72208311151 *         240345 * 0.035055736051 *              0 *       5.68e-05 * 6.06342882e-10 * 0.000632449249 *              1 *
*   725753 *    72208311151 *         260425 * 0.040417111295 *              1 *       2.08e-05 * 1.64292545e-09 * 0.003273954397 *              1 *
*   730327 *    72208311151 *         310729 * 0.035403908937 *              0 *       4.64e-05 * 8.39851103e-10 * 0.002177502235 *              1 *
*   731272 *    72208311151 *         330010 * 0.037879098622 *              1 *       1.68e-05 * 1.19393125e-09 * 0.000258329005 *              1 *
*   731842 *    72208311151 *         330580 * 0.043220214888 *              0 *       3.68e-05 * 4.64245427e-10 * 0.000369231255 *              0 *
*   731973 *    72208311151 *         330711 * 0.036455975609 *              0 *       4.16e-05 * 8.26746241e-10 * 0.003188297069 *              1 *
*   735682 *    72208311151 *         380077 * 0.046726302353 *              0 *       5.36e-05 * 8.94549477e-10 * 0.002913325181 *              1 *
*   736164 *    72208311151 *         380559 * 0.035679809365 *              0 *       -6.4e-06 * 9.38259286e-10 * 0.001776166051 *              1 *
*   736401 *    72208311151 *         380796 * 0.084997764299 *              0 *       4.24e-05 * 1.07267711e-09 * 0.001101654988 *              0 *
*   736781 *    72208311151 *         390307 * 0.037902059636 *              0 *        3.2e-06 * 8.74712019e-10 * 0.001386610510 *              0 *
*   737666 *    72208311151 *         400341 * 0.041068830885 *              0 *       4.96e-05 * 1.66831406e-09 * 0.003055410910 *              0 *
*   747268 *    72208311151 *         510519 * 0.050766887219 *              0 *       4.16e-05 * 9.88821131e-10 * 0.000234360369 *              0 *
*   748773 *    72208311151 *         530291 * 0.066490119646 *              0 *       4.24e-05 * 1.37508048e-09 * 0.002894168046 *              0 *
*   756512 *    72208311151 *         620367 * 0.037120419271 *              0 *       4.96e-05 * 6.64448029e-10 * 0.000890619893 *              1 *
*   759659 *    72208311151 *         660076 * 0.038284137730 *              1 *        1.2e-05 * 8.64205304e-10 * 0.003004764645 *              1 *
*   762230 *    72208311151 *         680824 * 0.041945076901 *              0 *       4.24e-05 * 7.64644195e-10 * 0.003205022251 *              0 *
*   762815 *    72208311151 *         690506 * 0.040697365107 *              1 *       2.32e-05 * 1.01135165e-09 * 0.002462369655 *              1 *
*   769279 *    72208311151 *         770172 * 0.041298042421 *              0 *        4.8e-05 * 1.15998124e-09 * 0.003273967880 *              1 *
*   769885 *    72208311151 *         770778 * 0.040671636682 *              0 *       4.32e-05 * 5.91874913e-10 * 0.000503708702 *              0 *
*   769940 *    72208311151 *         770833 * 0.037491596942 *              1 *       1.04e-05 * 1.02424697e-09 * 0.002761349718 *              1 *
*   773405 *    72208311151 *         810861 * 0.043710005619 *              0 *       4.88e-05 * 8.79627247e-10 * 0.002209664975 *              0 *
*   774313 *    72208311151 *         830023 * 0.042019953968 *              0 *       4.24e-05 * 5.15802235e-10 * 0.000460593689 *              0 *
*   779418 *    72208311151 *         880773 * 0.038843413824 *              0 *       4.08e-05 * 7.02195209e-10 * 0.003264533444 *              1 *
*   783276 *    72208311151 *         930260 * 0.035559628041 *              0 *       4.32e-05 * 1.36122730e-09 * 0.003094750443 *              0 *
*   784153 *    72208311151 *         940236 * 0.060898994402 *              0 *       4.32e-05 * 7.33350930e-10 * 0.001052861786 *              0 *
*   784292 *    72208311151 *         940375 * 0.037701544127 *              0 *       4.32e-05 * 1.63881541e-09 * 0.003273063261 *              0 *
*   789148 *    72208311151 *         990801 * 0.036284367963 *              1 *       1.04e-05 * 8.08986995e-10 * 0.003132524081 *              1 *
*   790069 *    72208311151 *        1000848 * 0.051914286613 *              0 *       4.32e-05 * 8.13810416e-10 * 0.002514103909 *              0 *
*   790656 *    72208311151 *        1010539 * 0.037719641141 *              0 *       4.72e-05 * 3.97030243e-10 * 0.000226662228 *              0 *
*   797445 *    72208311151 *        1090431 * 0.037375670980 *              0 *       5.84e-05 * 9.13415772e-10 * 0.001381286144 *              1 *
*   798977 *    72208311151 *        1110248 * 0.040292156221 *              0 *       -6.4e-06 * 5.62628918e-10 * 0.000349165702 *              1 *
*   799396 *    72208311151 *        1110667 * 0.047518695668 *              0 *       4.24e-05 * 7.56028292e-10 * 0.000579843567 *              0 *
*   800584 *    72208311151 *        1130109 * 0.036994601506 *              0 *       3.92e-05 * 8.22242847e-10 * 0.001427729825 *              0 *
*   802716 *    72208311151 *        1150526 * 0.043369108108 *              0 *       4.24e-05 * -1.5090100e-07 *              0 *              0 *
*   804059 *    72208311151 *        1170184 * 0.035222755143 *              0 *       -1.6e-06 * 6.11904340e-10 * 0.000346326891 *              1 *
*   805782 *    72208311151 *        1190138 * 0.036229714160 *              1 *       1.04e-05 * 6.36734001e-10 * 0.000862525881 *              0 *
*   809946 *    72208311151 *        1230813 * 0.037623069078 *              0 *        4.8e-05 * 8.56035033e-10 * 0.000765109399 *              1 *
*   815310 *    72208311151 *        1290710 * 0.036971984861 *              0 *       4.24e-05 * 1.24314997e-09 * 0.001592057730 *              1 *
*   816279 *    72208311151 *        1300739 * 0.035696870039 *              0 *       -5.6e-06 * 1.59233908e-09 * 0.002740021375 *              1 *
*   816746 *    72208311151 *        1310309 * 0.038028145193 *              0 *          8e-07 * 8.00224668e-07 * 0.003152149284 *              1 *
*   817002 *    72208311151 *        1310565 * 0.050512801453 *              0 *        4.4e-05 * 1.16766654e-09 * 0.003274828742 *              0 *
*   818799 *    72208311151 *        1330569 * 0.047203775771 *              1 *       2.88e-05 * 1.06635425e-09 * 0.001952423025 *              1 *
*   821879 *    72208311151 *        1370058 * 0.035095557988 *              1 *       2.32e-05 * 8.46192875e-10 * 0.002140384023 *              0 *
*   824192 *    72208311151 *        1390565 * 0.035772879145 *              0 *       4.48e-05 * 1.13558652e-09 * 0.001602322329 *              1 *
*   824547 *    72208311151 *        1400049 * 0.040006367513 *              0 *       4.24e-05 * 1.24978639e-09 * 0.003273507240 *              0 *
*   826162 *    72208311151 *        1410764 * 0.082989199755 *              0 *       4.24e-05 * 7.69748091e-10 * 0.002804403616 *              0 *
*   826623 *    72208311151 *        1420365 * 0.041195424702 *              1 *       2.72e-05 * 9.71425583e-10 * 0.003082665804 *              1 *
*   827064 *    72208311151 *        1420806 * 0.056887873856 *              0 *       4.32e-05 * 6.11618724e-10 * 0.000589632357 *              0 *
*   827911 *    72208311151 *        1430795 * 0.050820511264 *              0 *       4.32e-05 * 9.58983510e-10 * 0.003274152531 *              0 *
*   828845 *    72208311151 *        1440823 * 0.040407035185 *              0 *       3.92e-05 * 8.53117574e-10 * 0.000878788845 *              0 *
*   830725 *    72208311151 *        1470056 * 0.036107951270 *              0 *       -4.8e-06 * 1.00694985e-09 * 0.002189280333 *              1 *
*   836313 *    72208311151 *        1530295 * 0.061517848066 *              0 *       4.24e-05 * 8.56687581e-10 * 0.000205471316 *              0 *
*   836351 *    72208311151 *        1530333 * 0.064094268608 *              0 *       4.24e-05 * 6.55355648e-10 * 0.000319459807 *              0 *
*   836383 *    72208311151 *        1530365 * 0.036409197493 *              0 *        4.4e-05 * 5.28076322e-10 * 0.000312448057 *              1 *
*   838545 *    72208311151 *        1550707 * 0.035721119176 *              0 *       5.76e-05 * 5.46903390e-10 * 0.000473750172 *              1 *
*   839824 *    72208311151 *        1570222 * 0.052493403168 *              0 *       4.32e-05 * 6.27651383e-10 * 0.000353277541 *              0 *
*   840868 *    72208311151 *        1580374 * 0.035891922840 *              0 *              0 * 1.39251202e-09 * 0.003274713131 *              1 *
*   841424 *    72208311151 *        1590040 * 0.035084603709 *              0 *       3.92e-05 * 7.97545801e-07 * 0.002517340019 *              0 *
*   845218 *    72208311151 *        1630293 * 0.037674654946 *              1 *       1.28e-05 * 1.33435988e-09 * 0.002882950243 *              1 *
*   846263 *    72208311151 *        1640439 * 0.053638677162 *              0 *       4.24e-05 * 8.59534157e-10 * 0.002177958577 *              0 *
*   856149 *    72208311151 *        1750755 * 0.036361593272 *              0 *        6.4e-06 * 1.09391392e-09 * 0.002356810075 *              1 *
*   856380 *    72208311151 *        1760143 * 0.035156455833 *              0 *       5.28e-05 * 1.04215766e-09 * 0.002967921881 *              0 *
*   857978 *    72208311151 *        1770848 * 0.038571006960 *              0 *       4.08e-05 * 1.02558511e-09 * 0.000344588625 *              0 *
*   858998 *    72208311151 *        1790161 * 0.051141737935 *              0 *       4.32e-05 * 6.65060453e-10 * 0.002501607187 *              0 *
*   859632 *    72208311151 *        1790795 * 0.035940489003 *              1 *       1.92e-05 * -8.8043701e-10 *              0 *              1 *
*   859972 *    72208311151 *        1800278 * 0.036027165927 *              0 *       6.32e-05 * 1.60111462e-09 * 0.003274135647 *              1 *
*   862744 *    72208311151 *        1830374 * 0.040764306353 *              0 *       4.24e-05 * 8.18799912e-10 * 0.003134534054 *              0 *
*   864498 *    72208311151 *        1850404 * 0.036292937326 *              1 *       1.36e-05 * 8.75657251e-10 * 0.002288905859 *              1 *
*   864607 *    72208311151 *        1850513 * 0.070601476652 *              0 *        4.8e-05 * 1.08903533e-09 * 0.002995960628 *              1 *
*   865007 *    72208311151 *        1850913 * 0.058371821122 *              0 *       4.32e-05 * 2.32134057e-09 * 0.003272928701 *              0 *
*   869689 *    72208311151 *        1910261 * 0.036486236648 *              1 *       2.24e-05 * 4.01639445e-10 * 0.000733331574 *              1 *
*   870835 *    72208311151 *        1920490 * 0.035152227152 *              1 *       2.48e-05 * 1.04125176e-09 * 0.002570046203 *              1 *
*   874376 *    72208311151 *        1960643 * 0.039058207486 *              0 *       4.16e-05 * 1.14124315e-09 * 0.003273482514 *              0 *
*   874795 *    72208311151 *        1970174 * 0.108285017708 *              0 *          4e-05 * 1.14635277e-09 * 0.003058822714 *              0 *
*   877989 *    72208311151 *        2010015 * 0.037075481691 *              0 *       4.72e-05 * 1.56634253e-09 * 0.002786753879 *              1 *
*   879357 *    72208311151 *        2020568 * 0.036073503427 *              0 *        5.6e-05 * 8.75668161e-10 * 0.002098523893 *              0 *
*   880500 *    72208311151 *        2030825 * 0.049360111844 *              0 *       4.32e-05 * 8.60175189e-10 * 0.003120891409 *              0 *
*   883702 *    72208311151 *        2070574 * 0.046419505433 *              0 *      -1.12e-05 * 1.00003840e-09 * 0.002321158497 *              1 *
*   885661 *    72208311151 *        2090870 * 0.036137414514 *              0 *       3.52e-05 * 6.45483976e-10 * 0.002915796250 *              1 *
*   885774 *    72208311151 *        2100089 * 0.035780856548 *              1 *        1.6e-05 * 1.52208627e-09 * 0.001014628251 *              1 *
*   886327 *    72208311151 *        2100642 * 0.036463152896 *              0 *        4.8e-06 * 8.66725036e-10 * 0.000239823084 *              1 *
*   886332 *    72208311151 *        2100647 * 0.050062919001 *              0 *       -9.6e-06 * 8.49326345e-10 * 0.001395397579 *              1 *
*   886802 *    72208311151 *        2110239 * 0.045493724701 *              0 *       4.24e-05 * 1.30552072e-09 * 0.003274673395 *              1 *
*   886906 *    72208311151 *        2110343 * 0.035145821469 *              0 *       4.96e-05 * 6.91614282e-10 * 0.000734801820 *              1 *
*   886925 *    72208311151 *        2110362 * 0.044521211971 *              0 *       5.84e-05 * 1.04493234e-09 * 0.002773658952 *              1 *
*   887737 *    72208311151 *        2120329 * 0.035581243777 *              0 *        4.8e-05 * 8.87892239e-10 * 0.000614018941 *              1 *
*   888795 *    72208311151 *        2130470 * 0.040999909520 *              0 *          4e-05 * 1.06187225e-09 * 0.002648403813 *              1 *
*   889420 *    72208311151 *        2140227 * 0.070066075330 *              0 *       4.16e-05 * 7.49369487e-10 * 0.001337710452 *              0 *
*   889621 *    72208311151 *        2140428 * 0.037484865057 *              0 *         -4e-06 * 1.68899410e-09 * 0.001953423541 *              1 *
*   890122 *    72208311151 *        2150022 * 0.038668880604 *              0 *          4e-06 * 8.05841995e-07 * 0.000651593852 *              1 *
*   890553 *    72208311151 *        2150453 * 0.041389839421 *              0 *       4.08e-05 * 8.18630050e-10 * 0.001025739740 *              1 *
*   890865 *    72208311151 *        2150765 * 0.042041782390 *              1 *        9.6e-06 * 7.13228096e-10 * 0.001067497000 *              1 *
*   893761 *    72208311151 *        2190313 * 0.043112497723 *              0 *        6.4e-06 * 8.48874975e-10 * 0.002500408720 *              1 *
*   893964 *    72208311151 *        2190516 * 0.039715391155 *              0 *        3.2e-05 * 1.36495510e-09 * 0.003272616317 *              1 *
*   896405 *    72208311151 *        2220472 * 0.039572869124 *              0 *       3.92e-05 * 8.48415852e-10 * 0.000925833005 *              1 *
*   897934 *    72208311151 *        2240182 * 0.050734613423 *              0 *       4.64e-05 * 7.66489197e-10 * 0.000395405911 *              1 *
*   898109 *    72208311151 *        2240357 * 0.035011911820 *              0 *       6.08e-05 * 1.05633400e-09 * 0.001404403736 *              1 *
*   898185 *    72208311151 *        2240433 * 0.036259166608 *              0 *          4e-05 * 1.65223023e-09 * 0.003241376344 *              0 *
*   899089 *    72208311151 *        2250439 * 0.037148150744 *              1 *       1.76e-05 * 7.24653840e-10 * 0.000200884782 *              1 *
*   899292 *    72208311151 *        2250642 * 0.036740493805 *              0 *       3.68e-05 * 1.37069698e-09 * 0.002806350743 *              1 *
*   899685 *    72208311151 *        2260137 * 0.042957359182 *              1 *        1.6e-05 * 9.91734691e-10 * 0.002165055842 *              1 *
*   900284 *    72208311151 *        2260736 * 0.040485244106 *              1 *          8e-06 * 6.29078571e-10 * 0.001476001925 *              1 *
*   904353 *    72208311151 *        2310604 * 0.050405348725 *              0 *       4.24e-05 * 1.44855580e-09 * 0.002464719675 *              0 *
*   906220 *    72208311151 *        2330807 * 0.038319865603 *              0 *       -4.8e-06 * 8.64603516e-10 * 0.003274025668 *              1 *
*   907456 *    72208311151 *        2350282 * 0.040185018571 *              0 *       5.36e-05 * 2.20579281e-09 * 0.002614828714 *              1 *
*   907539 *    72208311151 *        2350365 * 0.041415796219 *              1 *       1.92e-05 * 1.21270928e-09 * 0.002146458268 *              1 *
*   908303 *    72208311151 *        2360276 * 0.065413914592 *              0 *       4.24e-05 * 8.24840284e-10 * 0.000598073394 *              0 *
*   908562 *    72208311151 *        2360535 * 0.037985467234 *              0 *       4.48e-05 * 7.38676915e-10 * 0.002196240411 *              1 *
*   908956 *    72208311151 *        2370069 * 0.038023631475 *              0 *       -9.6e-06 * 9.44752482e-10 * 0.002466059914 *              1 *
*   909311 *    72208311151 *        2370424 * 0.041248514912 *              0 *       -1.2e-05 * 9.77080367e-10 * 0.001794734152 *              1 *
*   911252 *    72208311151 *        2390617 * 0.039901271494 *              0 *       5.36e-05 * 1.05037745e-09 * 0.001414808806 *              1 *
*   911629 *    72208311151 *        2400184 * 0.038137986273 *              0 *       4.16e-05 * 8.62036170e-10 * 0.002976863945 *              0 *
*   912556 *    72208311151 *        2410307 * 0.038256057725 *              0 *       -3.2e-06 * 7.42004878e-10 * 0.001396136421 *              1 *
*   913538 *    72208311151 *        2420423 * 0.036455786128 *              0 *        3.2e-06 * 2.20664767e-09 * 0.003273501168 *              1 *
*   914763 *    72208311151 *        2430786 * 0.048542075326 *              0 *       4.72e-05 * 9.18256004e-10 * 0.001668639262 *              1 *
*   915888 *    72208311151 *        2450152 * 0.035073947277 *              0 *       5.92e-05 * 1.14935608e-09 * 0.001229818133 *              1 *
*   916702 *    72208311151 *        2460122 * 0.037869574348 *              0 *       -8.8e-06 * 5.70528930e-10 * 0.000451306405 *              1 *
*   919544 *    72208311151 *        2490430 * 0.065097177000 *              1 *        8.8e-06 * 9.04799300e-10 * 0.002680842332 *              0 *
*   919845 *    72208311151 *        2490731 * 0.063888987760 *              0 *          4e-06 * 8.37819912e-10 * 0.000848875317 *              0 *
*   919884 *    72208311151 *        2490770 * 0.041828589508 *              0 *      -1.04e-05 * 1.96225100e-09 * 0.003273835554 *              0 *
*   920018 *    72208311151 *        2500068 * 0.048468788071 *              0 *       -7.2e-06 * 7.66972161e-10 * 0.000820163855 *              0 *
*   920040 *    72208311151 *        2500090 * 0.079727992190 *              0 *       -1.6e-06 * 9.30003138e-10 * 0.001491685644 *              0 *
*   920104 *    72208311151 *        2500154 * 0.051541698081 *              0 *       5.44e-05 * 6.20597517e-10 * 0.000243250466 *              0 *
*   920196 *    72208311151 *        2500246 * 0.063500764321 *              0 *       4.48e-05 * 8.14221564e-07 * 0.002462866148 *              0 *
*   920252 *    72208311151 *        2500302 * 0.072971120555 *              1 *       2.16e-05 * 1.25050965e-09 * 0.002471712380 *              0 *
*   920536 *    72208311151 *        2500586 * 0.059605925494 *              0 *          4e-05 * 7.52513014e-10 * 0.000567093695 *              0 *
*   920611 *    72208311151 *        2500661 * 0.044845965219 *              0 *       5.76e-05 * 9.49306274e-10 * 0.002321880403 *              0 *
*   920652 *    72208311151 *        2500702 * 0.047191260297 *              0 *       4.88e-05 * 1.71940669e-09 * 0.003273399235 *              0 *
*   920967 *    72208311151 *        2510166 * 0.043634283282 *              1 *          2e-05 * 9.31126428e-10 * 0.002255644377 *              0 *
*   920978 *    72208311151 *        2510177 * 0.035673437153 *              0 *       5.92e-05 * 8.35926017e-10 * 0.001067370659 *              0 *
*   921090 *    72208311151 *        2510289 * 0.039913935967 *              0 *       5.84e-05 * 1.21819886e-09 * 0.003274548721 *              0 *
*   921315 *    72208311151 *        2510514 * 0.038024584614 *              0 *       -2.4e-06 * 7.73909101e-10 * 0.003273902483 *              0 *
*   921402 *    72208311151 *        2510601 * 0.044905821572 *              0 *        4.8e-05 * 9.93848845e-10 * 0.002131999173 *              0 *
*   921458 *    72208311151 *        2510657 * 0.041881077085 *              0 *       4.32e-05 * 8.54807832e-10 * 0.000921084144 *              0 *
*   922017 *    72208311151 *        2520385 * 0.053684321762 *              1 *        7.2e-06 * 1.15585679e-09 * 0.000663535168 *              0 *
*   922048 *    72208311151 *        2520416 * 0.049174089525 *              0 *       -1.6e-06 * 9.22541239e-10 * 0.003273280278 *              0 *
*   922192 *    72208311151 *        2520560 * 0.055636355291 *              0 *        4.8e-05 * 1.56539730e-09 * 0.003180171008 *              0 *
*   922205 *    72208311151 *        2520573 * 0.047083716313 *              1 *       2.48e-05 * 8.43308942e-10 * 0.001664763435 *              0 *
*   922218 *    72208311151 *        2520586 * 0.057583942469 *              0 *       4.56e-05 * 4.94084421e-10 * 0.001048591101 *              0 *
*   922236 *    72208311151 *        2520604 * 0.076315469372 *              1 *        2.8e-05 * 9.96461966e-10 * 0.002479664917 *              0 *
*   922297 *    72208311151 *        2520665 * 0.046361293473 *              0 *       3.28e-05 * 8.89543500e-10 * 0.002739975795 *              0 *
*   922350 *    72208311151 *        2520718 * 0.041610784417 *              0 *          4e-06 * 1.78757286e-09 * 0.003219425757 *              0 *
*   922724 *    72208311151 *        2530190 * 0.055308387565 *              1 *       2.16e-05 * 8.63714158e-10 * 0.002062314927 *              0 *
*   922843 *    72208311151 *        2530309 * 0.057653323927 *              0 *       6.24e-05 * 1.18504351e-09 * 0.001665782237 *              0 *
*   923087 *    72208311151 *        2530553 * 0.045759843106 *              0 *       -1.2e-05 * 9.09379612e-10 * 0.002836911730 *              0 *
*   923385 *    72208311151 *        2540016 * 0.052610929520 *              0 *       -8.8e-06 * 1.03436510e-09 * 0.002747268088 *              0 *
*   923563 *    72208311151 *        2540194 * 0.054399337418 *              1 *        9.6e-06 * 7.46555855e-10 * 0.001463645620 *              0 *
*   927551 *    72208311151 *        2580614 * 0.036931490132 *              1 *       1.44e-05 * 1.12133114e-09 * 0.003092144014 *              1 *
*   933803 *    72208311151 *        2650781 * 0.036668083360 *              0 *         -4e-06 * 8.11653441e-07 * 0.000833152372 *              1 *
