****************************************************************************************************************************************************
*    Row   *   SeriesNumber *    EventNumber *       pt_keVee *        coinwin *      PTOFdelay *   zip4.PAWKmax *   zip4.PAWKr50 *         cchisq *
*    68067 *    72208301829 *         810046 * 0.170854430465 *              0 *       5.92e-05 * 1.42748970e-09 * 0.002477453042 *              0 *
*    68773 *    72208301829 *         810752 * 0.040933234432 *              0 *       6.32e-05 * 5.31197671e-10 * 0.000273159986 *              1 *
*    71879 *    72208301829 *         850450 * 0.035941939975 *              1 *        1.2e-05 * 1.00063591e-09 * 0.001225383206 *              1 *
*    73726 *    72208301829 *         870628 * 0.042849882887 *              0 *       6.16e-05 * 9.84111693e-10 * 0.003102690398 *              0 *
*    74164 *    72208302118 *          10185 * 0.035608330360 *              1 *       2.24e-05 * 1.97346010e-09 * 0.002821915278 *              1 *
*    74254 *    72208302118 *          10275 * 0.037068160769 *              0 *       5.68e-05 * 8.06706384e-10 * 0.003259423896 *              1 *
*    74716 *    72208302118 *          10737 * 0.038742407936 *              0 *        4.4e-05 * 6.59887393e-10 * 0.003145105827 *              1 *
*    75792 *    72208302118 *          30069 * 0.038048866616 *              0 *          4e-05 * 1.06408449e-09 * 0.001334331106 *              1 *
*    77017 *    72208302118 *          40432 * 0.037376055894 *              0 *       3.84e-05 * 1.55823577e-10 * 0.000432755805 *              0 *
*    77976 *    72208302118 *          50589 * 0.036177014778 *              0 *       -3.2e-06 * 1.15151644e-09 * 0.001944455204 *              1 *
*    78262 *    72208302118 *          60055 * 0.709833879315 *              1 *       1.28e-05 * 1.03184197e-09 * 0.003131315288 *              1 *
*    79170 *    72208302118 *          70129 * 0.036060759684 *              1 *       1.36e-05 * 7.81281128e-10 * 0.000474533333 *              1 *
*    81949 *    72208302118 *         100324 * 0.036635938783 *              0 *         -8e-07 * 1.99975812e-09 * 0.002809468686 *              1 *
*    85734 *    72208302118 *         140726 * 0.037638067333 *              1 *        9.6e-06 * 9.42835871e-10 * 0.002093302469 *              1 *
*    87097 *    72208302118 *         160426 * 0.035753077919 *              0 *        4.8e-06 * 5.87952745e-10 * 0.000513768900 *              1 *
*    87987 *    72208302118 *         170493 * 0.042194365450 *              0 *       5.76e-05 * 7.01679061e-10 * 0.001754614197 *              1 *
*    90332 *    72208302118 *         200318 * 0.035272032627 *              0 *       -6.4e-06 * 8.59035217e-10 * 0.001327957991 *              1 *
*    92579 *    72208302118 *         230034 * 0.187304968807 *              0 *        5.6e-06 * 5.30340834e-10 * 0.000432066996 *              1 *
*    94080 *    72208302118 *         240678 * 0.042607767088 *              0 *       -9.6e-06 * 1.27387638e-09 * 0.003274259036 *              1 *
*    94204 *    72208302118 *         240802 * 0.035611289815 *              0 *       4.88e-05 * 1.52693819e-09 * 0.003274148142 *              1 *
*    96212 *    72208302118 *         270412 * 0.036693445197 *              0 *       -7.2e-06 * 6.59527408e-10 * 0.002746490390 *              1 *
*    97570 *    72208302118 *         280905 * 0.038340184021 *              0 *       3.44e-05 * 8.25159148e-10 * 0.001621018585 *              1 *
*   100323 *    72208302118 *         320385 * 0.041818690867 *              1 *       2.96e-05 * 1.72345595e-09 * 0.003273395872 *              1 *
*   101696 *    72208302118 *         330874 * 0.038635049989 *              0 *       4.16e-05 * 1.40692934e-09 * 0.003239486465 *              1 *
*   103289 *    72208302118 *         350697 * 0.041870751615 *              0 *       3.68e-05 * 8.05180624e-10 * 0.000530479788 *              0 *
*   108999 *    72208302118 *         420156 * 0.035495364928 *              0 *        1.6e-06 * 9.96768011e-10 * 0.000846653950 *              1 *
*   109794 *    72208302118 *         430083 * 0.036483060531 *              0 *       6.32e-05 * 8.01782408e-10 * 0.001278826194 *              1 *
*   110652 *    72208302118 *         440064 * 0.056804962606 *              0 *       3.92e-05 * 9.90817927e-10 * 0.001800729937 *              0 *
*   119570 *    72208302118 *         540205 * 0.035466350024 *              0 *       5.84e-05 * 7.13451501e-10 * 0.000815812433 *              1 *
*   121925 *    72208302118 *         560816 * 0.040403333157 *              0 *        2.4e-06 * 2.02256077e-09 * 0.003051700589 *              1 *
*   121964 *    72208302118 *         560855 * 0.046018684157 *              0 *       3.28e-05 * 9.43443289e-10 * 0.003133774677 *              0 *
*   122673 *    72208302118 *         570665 * 0.040009615574 *              0 *       3.68e-05 * 8.64104499e-10 * 0.001683496473 *              1 *
*   123186 *    72208302118 *         580276 * 0.047754176688 *              0 *       5.84e-05 * 9.35690152e-10 * 0.001096160658 *              0 *
*   125305 *    72208302118 *         600749 * 0.036934870916 *              1 *       1.52e-05 * 1.22947601e-09 * 0.002465387544 *              1 *
*   126021 *    72208302118 *         610572 * 0.039438473780 *              0 *          8e-07 * 1.61523209e-09 * 0.003272317927 *              1 *
*   127458 *    72208302118 *         630193 * 0.035803768337 *              0 *       -8.8e-06 * 8.25698151e-10 * 0.001101439944 *              1 *
*   127514 *    72208302118 *         630249 * 0.038605634171 *              0 *       4.32e-05 * 7.98204602e-10 * 0.000897611991 *              0 *
*   128016 *    72208302118 *         630751 * 0.036461930734 *              0 *          6e-05 * 7.56293967e-10 * 0.000424691895 *              1 *
*   130682 *    72208302118 *         660757 * 0.039586911148 *              1 *       2.32e-05 * 9.35752950e-10 * 0.001592067693 *              0 *
*   130913 *    72208302118 *         670143 * 0.045200809981 *              0 *       4.08e-05 * 6.42066368e-10 * 0.000233503474 *              1 *
*   137336 *    72208302118 *         740538 * 0.037336094259 *              0 *              0 * 9.03929446e-10 * 0.003218853738 *              1 *
*   138636 *    72208302118 *         760090 * 0.040221588057 *              0 *       4.96e-05 * 1.28557476e-09 * 0.003273599607 *              1 *
*   138670 *    72208302118 *         760124 * 0.049938730214 *              1 *       2.16e-05 * 7.44902070e-10 * 0.001411732623 *              0 *
*   140226 *    72208302118 *         770819 * 0.038836689662 *              0 *       5.52e-05 * 7.99646949e-10 * 0.000302174316 *              1 *
*   140902 *    72208302118 *         780671 * 0.035357572174 *              0 *       -5.6e-06 * 5.71502060e-10 * 0.000654594810 *              1 *
*   141315 *    72208302118 *         790223 * 0.037183186495 *              0 *        3.6e-05 * 1.11597852e-09 * 0.002322067763 *              0 *
*   143889 *    72208302118 *         820267 * 0.038238145354 *              0 *       5.52e-05 * 7.81107889e-10 * 0.003018887882 *              1 *
*   147664 *    72208302118 *         860477 * 0.035258072868 *              1 *       3.12e-05 * 1.01756490e-09 * 0.002201547547 *              1 *
*   147892 *    72208302118 *         860705 * 0.043613336283 *              0 *       5.84e-05 * 6.47091909e-10 * 0.000391527222 *              0 *
*   148082 *    72208302118 *         870022 * 0.037798052484 *              1 *        1.6e-05 * 9.60901747e-10 * 0.002271081288 *              1 *
*   149406 *    72208302118 *         880449 * 0.038966245454 *              1 *       2.64e-05 * 1.96286811e-09 * 0.003272586055 *              1 *
*   149791 *    72208302118 *         880834 * 0.037590220753 *              0 *       -6.4e-06 * 7.04711534e-10 * 0.001646010367 *              1 *
*   149890 *    72208302118 *         890055 * 0.036080113728 *              0 *       5.76e-05 * 6.65787924e-10 * 0.000364630105 *              0 *
*   153350 *    72208302118 *         920865 * 0.038425154893 *              0 *        3.2e-06 * 9.46228985e-10 * 0.001540280734 *              1 *
*   154358 *    72208302118 *         940105 * 0.038679780646 *              0 *       6.16e-05 * 6.01612609e-10 * 0.000373258506 *              1 *
*   156817 *    72208302118 *         960758 * 0.037065317865 *              0 *       5.92e-05 * 9.20358809e-10 * 0.003103828040 *              1 *
*   158510 *    72208302118 *         980734 * 0.037733350437 *              1 *       2.08e-05 * 1.17826923e-09 * 0.003270581240 *              1 *
*   159022 *    72208302118 *         990432 * 0.044426127503 *              0 *        4.8e-06 * 9.83637619e-10 * 0.003274133993 *              1 *
*   161341 *    72208302118 *        1020406 * 0.064592775806 *              1 *       1.84e-05 * 1.22480011e-09 * 0.003273829048 *              0 *
*   161354 *    72208302118 *        1020419 * 0.076054296861 *              1 *       1.84e-05 * 9.14012791e-10 * 0.000378364552 *              0 *
*   163836 *    72208302118 *        1050210 * 0.035966371357 *              0 *          8e-07 * 8.13432006e-10 * 0.000738742943 *              1 *
*   165435 *    72208302118 *        1060912 * 0.036319557602 *              0 *       3.92e-05 * 5.30353246e-10 * 0.000248566972 *              1 *
*   166486 *    72208302118 *        1080135 * 0.035146961872 *              1 *        2.4e-05 * 1.32107525e-09 * 0.003274413829 *              1 *
*   171730 *    72208302118 *        1140103 * 0.036765619286 *              1 *        9.6e-06 * 6.68220860e-10 * 0.001154554000 *              1 *
*   172354 *    72208302118 *        1140727 * 0.040128894402 *              0 *       -6.4e-06 * 8.97973155e-10 * 0.002085520527 *              1 *
*   173789 *    72208302118 *        1160447 * 0.037467886772 *              0 *       4.32e-05 * 1.60435791e-09 * 0.002635577580 *              1 *
*   174701 *    72208302118 *        1170472 * 0.036344998049 *              0 *       5.68e-05 * 9.33387380e-10 * 0.003271047585 *              1 *
*   175438 *    72208302118 *        1180321 * 0.038116683321 *              1 *       2.32e-05 * 8.00706411e-07 * 0.001203222911 *              0 *
*   176707 *    72208302118 *        1190740 * 0.042188604632 *              0 *       5.52e-05 * 8.38911275e-10 * 0.000280669325 *              1 *
*   178056 *    72208302118 *        1210294 * 0.041272816068 *              1 *       2.48e-05 * 8.55253705e-10 * 0.002014012135 *              1 *
*   179410 *    72208302118 *        1220797 * 0.036337283315 *              0 *       4.64e-05 * 7.99586927e-10 * 0.000857405031 *              1 *
*   182690 *    72208302118 *        1260568 * 0.038544122641 *              0 *      -1.12e-05 * 1.22459968e-09 * 0.003274463996 *              1 *
*   185982 *    72208302118 *        1300246 * 0.037369773717 *              0 *          6e-05 * 7.02670267e-10 * 0.001119780908 *              1 *
*   186769 *    72208302118 *        1310136 * 0.042159150631 *              1 *       1.28e-05 * 1.06722382e-09 * 0.001396138520 *              1 *
*   188436 *    72208302118 *        1330064 * 0.086084035597 *              1 *       1.68e-05 * 8.02635910e-10 * 0.001963671202 *              0 *
*   189495 *    72208302118 *        1340251 * 0.040292572808 *              0 *       4.16e-05 * 7.09357396e-10 * 0.000465177654 *              1 *
*   192881 *    72208302118 *        1380022 * 0.056026866888 *              1 *       1.92e-05 * 8.84822810e-10 * 0.002768851142 *              0 *
*   194851 *    72208302118 *        1400222 * 0.036154986099 *              0 *       6.24e-05 * 9.25648555e-10 * 0.001191835109 *              1 *
*   195277 *    72208302118 *        1400648 * 0.045246063319 *              0 *       4.88e-05 * 1.01134218e-09 * 0.000678783930 *              1 *
*   198221 *    72208302118 *        1440071 * 0.043637897658 *              0 *       -2.4e-06 * 8.63482856e-10 * 0.002599755987 *              1 *
*   198916 *    72208302118 *        1440766 * 0.037151370158 *              0 *         -4e-06 * 1.08611589e-09 * 0.002026321137 *              1 *
*   200230 *    72208302118 *        1460394 * 0.045496777968 *              0 *        3.6e-05 * 7.71479036e-10 * 0.000867427435 *              1 *
*   201839 *    72208302118 *        1480276 * 0.041135133114 *              1 *          2e-05 * 8.25050628e-10 * 0.001563464141 *              1 *
*   205725 *    72208302118 *        1520781 * 0.036733753204 *              0 *       3.52e-05 * 7.34029496e-07 * 0.000490528778 *              1 *
*   210406 *    72208302118 *        1580136 * 0.035950705963 *              0 *       4.64e-05 * 1.56683760e-09 * 0.003273802820 *              1 *
*   210612 *    72208302118 *        1580342 * 0.037894578990 *              1 *       1.28e-05 * 9.46525723e-10 * 0.000488451025 *              1 *
*   212604 *    72208302118 *        1600564 * 0.045200711903 *              1 *       1.28e-05 * 5.83329747e-10 * 0.000274826484 *              1 *
*   212944 *    72208302118 *        1610066 * 0.036721166869 *              0 *       3.36e-05 * 6.17056912e-10 * 0.000349381402 *              1 *
*   214373 *    72208302118 *        1620582 * 0.044081748137 *              0 *          4e-06 * 1.14616845e-09 * 0.002630660421 *              0 *
*   215750 *    72208302118 *        1640179 * 0.035218889486 *              0 *       5.84e-05 * 6.68077125e-10 * 0.000397322655 *              0 *
*   216808 *    72208302118 *        1650392 * 0.035751726522 *              1 *        1.2e-05 * 6.83811383e-10 * 0.001210911437 *              1 *
*   217081 *    72208302118 *        1650665 * 0.037146505241 *              0 *       5.28e-05 * 9.76408301e-10 * 0.001799314039 *              1 *
*   218836 *    72208302118 *        1670683 * 0.036457844588 *              0 *       4.56e-05 * 8.55825183e-10 * 0.002531465714 *              0 *
*   221657 *    72208302118 *        1700852 * 0.036380863823 *              0 *          4e-06 * 8.07789748e-07 * 0.000433208915 *              0 *
*   226454 *    72208302118 *        1760713 * 0.042005870418 *              0 *        5.2e-05 * 1.48886327e-09 * 0.003273064033 *              1 *
*   228872 *    72208302118 *        1790540 * 0.041434386347 *              1 *        1.2e-05 * 1.06315052e-09 * 0.000433177782 *              1 *
*   236154 *    72208302118 *        1870776 * 0.042827707586 *              0 *       -9.6e-06 * 8.10650213e-10 * 0.003274122221 *              1 *
*   237327 *    72208302118 *        1890205 * 0.035024098333 *              0 *       4.32e-05 * 8.26611382e-10 * 0.003274613336 *              1 *
*   240147 *    72208302118 *        1920416 * 0.037386431340 *              0 *         -4e-06 * 1.06835234e-09 * 0.001446723833 *              1 *
*   241144 *    72208302118 *        1930492 * 0.039651384227 *              0 *       -1.6e-06 * 7.84823630e-10 * 0.002209497893 *              1 *
*   241626 *    72208302118 *        1940103 * 0.036926629754 *              0 *          4e-06 * 8.27688603e-10 * 0.001833277441 *              0 *
*   242456 *    72208302118 *        1950063 * 0.035647099625 *              0 *       -9.6e-06 * 6.06768077e-10 * 0.000914741876 *              1 *
*   243772 *    72208302118 *        1960497 * 0.047933691495 *              0 *          6e-05 * 8.38646755e-10 * 0.001912384984 *              1 *
*   244721 *    72208302118 *        1970592 * 0.036337463746 *              0 *        3.2e-05 * 1.18751510e-09 * 0.003074343215 *              1 *
*   247234 *    72208302118 *        2000415 * 0.035958124624 *              1 *       2.08e-05 * 7.97221908e-10 * 0.001945403711 *              0 *
*   248364 *    72208302118 *        2010644 * 0.036966977556 *              0 *        4.8e-06 * 7.41308329e-10 * 0.000703465151 *              0 *
*   251442 *    72208302118 *        2050028 * 0.037286447897 *              0 *       3.84e-05 * 9.25507406e-10 * 0.001252045850 *              1 *
*   251910 *    72208302118 *        2050496 * 0.036552726617 *              1 *       1.12e-05 * 7.64814398e-10 * 0.000694368444 *              0 *
*   252338 *    72208302118 *        2060090 * 0.039074946363 *              0 *        4.4e-05 * 7.41468638e-10 * 0.002394059158 *              1 *
*   253471 *    72208302118 *        2070369 * 0.043753721921 *              0 *      -1.12e-05 * 1.05704404e-09 * 0.003274077478 *              1 *
*   253769 *    72208302118 *        2070667 * 0.036544647677 *              1 *          2e-05 * 9.01549041e-10 * 0.000932685632 *              1 *
*   265194 *    72208302118 *        2200730 * 0.041359916753 *              0 *       5.76e-05 * 9.66162627e-10 * 0.001311267481 *              1 *
*   266415 *    72208302118 *        2220141 * 0.036258445756 *              1 *       3.12e-05 * 8.17038648e-10 * 0.002036460517 *              1 *
*   268558 *    72208302118 *        2240496 * 0.035877656878 *              0 *       5.44e-05 * 1.09262998e-09 * 0.003274134443 *              1 *
*   268595 *    72208302118 *        2240533 * 0.040273055339 *              0 *       5.76e-05 * 4.63573922e-10 * 0.001450744400 *              1 *
*   269559 *    72208302118 *        2250634 * 0.046654880700 *              1 *       1.84e-05 * 8.49932795e-10 * 0.001010362671 *              1 *
*   269808 *    72208302118 *        2250883 * 0.036834808916 *              1 *        1.2e-05 * 4.76388847e-10 * 0.000245060821 *              1 *
*   270709 *    72208302118 *        2260870 * 0.038045236520 *              0 *       4.56e-05 * 7.24980106e-10 * 0.000459391965 *              1 *
*   272903 *    72208302118 *        2290353 * 0.039477229004 *              1 *       1.84e-05 * 1.05804804e-09 * 0.001728929073 *              0 *
*   273948 *    72208302118 *        2300503 * 0.039724843345 *              0 *       4.32e-05 * 1.27703854e-09 * 0.002679276737 *              1 *
*   274114 *    72208302118 *        2300669 * 0.036478982881 *              0 *      -1.04e-05 * 4.90088356e-10 * 0.002381595478 *              1 *
*   274604 *    72208302118 *        2310310 * 0.035048619238 *              0 *       3.76e-05 * 9.74735266e-10 * 0.001730327082 *              0 *
*   274662 *    72208302118 *        2310368 * 0.036515350055 *              1 *        2.4e-05 * 7.08796395e-10 * 0.001715261661 *              1 *
*   277276 *    72208302118 *        2340379 * 0.038368981697 *              1 *       1.12e-05 * 1.89160333e-09 * 0.003208005560 *              1 *
*   278145 *    72208302118 *        2350413 * 0.047888591040 *              0 *       3.28e-05 * 9.59713253e-10 * 0.001397943612 *              0 *
*   278333 *    72208302118 *        2350601 * 0.042039868061 *              0 *         -8e-07 * 9.97060828e-10 * 0.003274604144 *              1 *
*   278981 *    72208302118 *        2360377 * 0.040627175893 *              0 *       3.52e-05 * 6.21408554e-10 * 0.002179457455 *              0 *
*   282045 *    72208302118 *        2390819 * 0.036300047036 *              0 *        4.8e-05 * 7.80075766e-10 * 0.002918586955 *              1 *
*   283041 *    72208302118 *        2400914 * 0.040346892021 *              0 *       3.52e-05 * 1.06965152e-09 * 0.001545808546 *              0 *
*   283752 *    72208302118 *        2410706 * 0.043389472726 *              0 *       3.92e-05 * 8.66031413e-10 * 0.000592610258 *              1 *
*   283917 *    72208302118 *        2410871 * 0.039604137516 *              0 *        3.2e-06 * 6.43258431e-10 * 0.002197406788 *              1 *
*   284001 *    72208302118 *        2420063 * 0.036126947195 *              1 *       2.24e-05 * 6.03127930e-10 * 0.000239421523 *              0 *
*   286611 *    72208302118 *        2450337 * 0.036347954737 *              1 *        8.8e-06 * 1.50145786e-09 * 0.003273943428 *              1 *
*   288728 *    72208302118 *        2470675 * 0.038757491565 *              0 *        3.6e-05 * 1.26999326e-09 * 0.002850022614 *              1 *
*   293036 *    72208302118 *        2520481 * 0.040629778038 *              0 *        3.6e-05 * 9.72333875e-10 * 0.002619952866 *              0 *
*   295225 *    72208302118 *        2550038 * 0.045469946079 *              0 *       4.32e-05 * 2.14850746e-10 * 0.000341132483 *              1 *
*   297319 *    72208302118 *        2570356 * 0.041620689162 *              0 *        5.6e-05 * 1.87488792e-09 * 0.003273709612 *              1 *
*   297385 *    72208302118 *        2570422 * 0.036271415305 *              0 *         -8e-07 * 7.08089784e-10 * 0.000533716631 *              1 *
*   299191 *    72208302118 *        2590488 * 0.037729890513 *              1 *       2.32e-05 * 9.13659897e-10 * 0.002675452568 *              0 *
*   299270 *    72208302118 *        2590567 * 0.038714752303 *              0 *       -1.2e-05 * 1.72557394e-09 * 0.002968019275 *              1 *
*   301673 *    72208302118 *        2620386 * 0.234279274402 *              0 *       5.84e-05 * 1.83644086e-09 * 0.002631802670 *              1 *
*   302007 *    72208302118 *        2620720 * 0.037695311817 *              1 *       1.04e-05 * 6.65134806e-10 * 0.000238772141 *              1 *
*   302029 *    72208302118 *        2620742 * 0.050130949240 *              1 *       1.68e-05 * 6.73810159e-10 * 0.002047785952 *              1 *
*   302251 *    72208302118 *        2630050 * 0.036427357024 *              1 *       2.08e-05 * 8.45472995e-10 * 0.001592070486 *              1 *
*   302453 *    72208302118 *        2630252 * 0.036972298870 *              0 *       4.32e-05 * -6.6612105e-10 *              0 *              1 *
*   303005 *    72208302118 *        2630804 * 0.047279667936 *              0 *          8e-07 * 3.53417692e-10 * 0.000394102913 *              0 *
*   305119 *    72208302118 *        2660309 * 0.035643312813 *              0 *       5.12e-05 * 8.22113332e-07 * 0.003033588790 *              1 *
*   306484 *    72208302118 *        2670782 * 0.039310187907 *              0 *       6.16e-05 * 2.02044092e-09 * 0.003273935855 *              0 *
*   309131 *    72208302118 *        2700821 * 0.298777239336 *              0 *          4e-05 * 9.75014352e-10 * 0.000375998126 *              1 *
*   309335 *    72208302118 *        2710177 * 0.037005757912 *              1 *       2.88e-05 * 5.41745574e-10 * 0.003095292368 *              1 *
*   313086 *    72208302118 *        2750468 * 0.037039686604 *              0 *        5.6e-06 * 1.12225289e-09 * 0.002269032266 *              1 *
*   313166 *    72208302118 *        2750548 * 0.037792282657 *              0 *       4.08e-05 * 1.30937663e-09 * 0.002614532369 *              0 *
*   313447 *    72208302118 *        2750829 * 0.035176974887 *              0 *       6.16e-05 * 4.72896028e-10 * 0.000541543829 *              1 *
*   313970 *    72208302118 *        2760506 * 0.040347436570 *              0 *       4.88e-05 * 1.49416126e-09 * 0.001417899691 *              1 *
*   314301 *    72208302118 *        2760837 * 0.036237777427 *              0 *       6.24e-05 * 1.76463126e-09 * 0.001979494682 *              1 *
*   318506 *    72208302118 *        2810593 * 0.035505421645 *              0 *        2.4e-06 * 7.30591106e-10 * 0.002618867238 *              1 *
*   320778 *    72208302118 *        2840277 * 0.035139017442 *              1 *        9.6e-06 * 1.02814286e-09 * 0.002848429036 *              1 *
*   321161 *    72208302118 *        2840660 * 0.038119404751 *              1 *       1.52e-05 * 1.12252659e-09 * 0.003271163107 *              1 *
*   321843 *    72208302118 *        2850453 * 0.036906229518 *              0 *       4.32e-05 * 8.20750319e-10 * 0.000429087035 *              1 *
*   322016 *    72208302118 *        2850626 * 0.050809112882 *              1 *       2.16e-05 * 8.31806967e-10 * 0.001120851252 *              0 *
*   322901 *    72208302118 *        2860658 * 0.035511867123 *              0 *          4e-06 * 7.58824199e-10 * 0.002836723250 *              0 *
*   327033 *    72208302118 *        2910350 * 0.036264550224 *              0 *       3.36e-05 * 8.67463595e-10 * 0.000842922919 *              1 *
*   329739 *    72208302118 *        2940384 * 0.042013446072 *              1 *       2.32e-05 * 7.69481570e-10 * 0.002010946220 *              0 *
*   330912 *    72208302118 *        2950682 * 0.037465569763 *              1 *       2.32e-05 * 1.15670399e-09 * 0.002771787683 *              1 *
*   334179 *    72208302118 *        2990376 * 0.039142363329 *              0 *       -1.2e-05 * 9.38990938e-10 * 0.000866082863 *              1 *
*   335417 *    72208302118 *        3000727 * 0.035616689048 *              0 *        5.2e-05 * 5.92561808e-10 * 0.000915346627 *              1 *
*   335809 *    72208302118 *        3010245 * 0.037726044775 *              0 *        3.6e-05 * -7.5223346e-08 *              0 *              1 *
*   336251 *    72208302118 *        3010687 * 0.036203898242 *              0 *       -9.6e-06 * 1.27505618e-09 * 0.003170047307 *              1 *
*   340391 *    72208302118 *        3060409 * 0.039939472369 *              1 *       1.28e-05 * 7.73441047e-10 * 0.002602307277 *              1 *
*   340514 *    72208302118 *        3060532 * 0.035409282600 *              1 *       2.96e-05 * 8.16244730e-10 * 0.003179529036 *              1 *
*   342538 *    72208302118 *        3080787 * 0.036723744457 *              0 *       6.32e-05 * 7.38071893e-10 * 0.001302416489 *              1 *
*   342908 *    72208302118 *        3090268 * 0.036024441475 *              0 *          4e-05 * 8.27683151e-07 * 0.002652059451 *              1 *
*   343298 *    72208302118 *        3090658 * 0.049489251832 *              0 *       6.24e-05 * 8.86965957e-10 * 0.001694914666 *              1 *
