    Row   , SeriesNumber, EventNumber ,    pt_keVee , zip4.PAWKmax, sihv_delay_us
361612,72209162200,3900757,0.035212725,8.22E-07,22.45933059
364523,72209162200,3930882,0.040398416,8.38E-07,52.13806391
372498,72209162200,4020509,0.035166369,8.11E-07,47.60329902
385483,72209162200,4160537,0.474015408,8.37E-07,58.69894811
387662,72209162200,4180820,0.036160986,8.12E-07,10.52685186
388932,72209162200,4200210,0.039197813,8.12E-07,55.3205425
413409,72209162200,4460665,0.035172475,8.19E-07,9.293731788
422749,72209162200,4560816,0.042239099,8.38E-07,40.72853124
428399,72209162200,4630024,0.041208686,8.38E-07,37.89727603
429287,72209162200,4640014,0.035348022,8.10E-07,17.31704169
429990,72209162200,4640717,0.048193107,8.14E-07,33.31096704
437246,72209162200,4720577,0.035504469,8.37E-07,19.39473161
446682,72209162200,4820846,0.038791738,8.08E-07,42.02490338
470333,72209162200,5080639,0.037609047,8.35E-07,35.33953224
491190,72209162200,5310198,0.440322327,8.38E-07,45.85907645
491730,72209162200,5310738,0.03506889,8.38E-07,15.39771421
510052,72209162200,5510341,0.036789933,8.37E-07,13.67564614
527810,72209162200,5700489,0.166242271,8.08E-07,58.08023368
546734,72209162200,5900717,0.078790143,8.13E-07,12.8165291
566545,72209162200,6120239,0.037436168,8.32E-07,38.79054008
589037,72209162200,6360347,0.039790538,8.07E-07,44.50301543
598818,72209162200,6460822,0.035873735,8.56E-07,-1085.88168
676718,72209162200,7300932,0.035121576,8.03E-07,55.35857143
696972,72209171225,50681,0.052427488,7.99E-07,23.55070554
702286,72209171225,110326,0.03701192,8.16E-07,28.24473151
722735,72209171225,330267,0.036816049,8.07E-07,59.13111046
725694,72209171225,360421,0.040431612,8.32E-07,53.14793185
732842,72209171225,440100,0.040205633,8.31E-07,62.70122697
766184,72209171225,790703,0.043471488,8.21E-07,56.53643499
770884,72209171225,840734,0.037305281,8.31E-07,52.0608791
831918,72209171225,1500320,0.441583405,8.04E-07,26.29458901
861564,72209171225,1820151,0.058947432,8.31E-07,16.13269814
875599,72209171225,1970130,0.035085765,8.15E-07,6.043244811
880954,72209171225,2020756,0.145540637,8.04E-07,58.34979303
882222,72209171225,2040160,0.092112053,8.18E-07,11.13182188
883608,72209171225,2050643,0.035314119,8.13E-07,42.92148147
887634,72209171225,2100082,0.035450859,8.33E-07,51.72908704
888559,72209171225,2110019,0.079475591,8.17E-07,12.04159724
913545,72209171225,2370933,0.063016379,8.32E-07,12.79681183
949320,72209171225,2760343,0.048941896,8.28E-07,58.23255949
955036,72209171225,2820428,0.036729856,8.22E-07,44.33394103
969252,72209171225,2970574,0.037049571,8.09E-07,13.18212003
975153,72209171225,3030941,0.041755554,8.32E-07,6.819213185
981695,72209171225,3100776,0.037975743,8.02E-07,29.88191548
994722,72209171225,3240861,0.876264129,8.33E-07,25.99300716
1016245,72209171225,3480255,0.036024757,8.32E-07,22.08524896
1025995,72209171225,3580726,0.035087708,8.32E-07,36.59899751
1055038,72209171225,3900085,0.042776283,8.03E-07,22.84217559
1057043,72209171225,3920201,0.037987457,8.29E-07,36.86466325
1061900,72209171225,3970400,0.053883436,8.10E-07,58.37413032
1071000,72209171225,4070216,0.03509078,8.14E-07,63.71098352
1102759,72209171225,4410323,0.039250661,7.99E-07,39.53713266
1109057,72209171225,4480243,0.035401749,8.25E-07,31.13955745
1114156,72209171225,4530720,0.69808682,7.92E-07,25.40883656
1114953,72209171225,4540613,0.050711482,7.93E-07,21.72212971
1117010,72209171225,4560819,0.036325726,8.20E-07,12.25974706
1128763,72209171225,4690501,0.040416924,8.94E-07,-143.450296
1128871,72209171225,4690609,0.036511102,8.00E-07,37.16065476
1148403,72209171225,4900876,0.040858119,8.35E-07,-1911.25492
1152265,72209171225,4950011,0.035115923,8.89E-07,-303.561998
1155251,72209171225,4980218,0.036737209,7.98E-07,30.74835036
1161372,72209171225,5040795,0.038034042,8.29E-07,-1756.76539
1182388,72209171225,5270522,0.036261039,8.15E-07,29.88455456
1232858,72209172155,500567,0.165890435,8.22E-07,63.19896862
1242961,72209172155,610400,0.089794287,8.34E-07,50.22656191
1249195,72209172155,680100,0.039298015,8.30E-07,40.48759464
1270583,72209172155,910031,0.153475699,8.24E-07,62.88898881
1299911,72209172155,1220647,0.139351078,8.26E-07,41.15218504
